Institute,Branch,Category,Gender,Quota,mean,std,count,NIRF_Rank,Priority
National Institute of Technology Raipur,"Electrical Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,OS,3877.3466666666673,641.6977520936292,35.0,86.0,3
National Institute of Technology Raipur,"Electrical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),HS,23328.344444444443,5459.9932050123,41.0,86.0,3
National Institute of Technology Raipur,"Electrical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),OS,12379.497777777779,1918.8873065195755,41.0,86.0,3
National Institute of Technology Raipur,"Electrical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,HS,18389.442222222224,2145.213099881324,41.0,86.0,3
National Institute of Technology Raipur,"Electrical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,OS,7869.584444444445,992.7986341896228,41.0,86.0,3
National Institute of Technology Raipur,"Electrical Engineering (4 Years, Bachelor of Technology)",OBC-NCL (PwD),Gender-Neutral,HS,652.125,70.60035916541582,8.0,86.0,3
National Institute of Technology Raipur,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),HS,54117.69333333333,7254.023079492157,41.0,86.0,3
National Institute of Technology Raipur,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),OS,30604.0,4434.165499898239,41.0,86.0,3
National Institute of Technology Raipur,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,HS,43605.62222222222,2958.0194575045666,41.0,86.0,3
National Institute of Technology Raipur,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,OS,23548.120000000003,3368.538719515934,41.0,86.0,3
National Institute of Technology Raipur,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),Gender-Neutral,HS,2444.238709677419,598.8882770156503,32.0,86.0,3
National Institute of Technology Raipur,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),Gender-Neutral,OS,885.5555555555557,276.0282815131847,41.0,86.0,3
National Institute of Technology Raipur,"Electrical Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),HS,13065.155555555553,1983.7207953495972,41.0,86.0,3
National Institute of Technology Raipur,"Electrical Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),OS,6554.671111111111,1139.0425472256265,41.0,86.0,3
National Institute of Technology Raipur,"Electrical Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,HS,9118.966666666667,1885.3221624161645,41.0,86.0,3
National Institute of Technology Raipur,"Electrical Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,OS,4720.017777777777,527.2371961229687,41.0,86.0,3
National Institute of Technology Raipur,"Electrical Engineering (4 Years, Bachelor of Technology)",SC (PwD),Gender-Neutral,OS,245.0,500.0,1.0,86.0,3
National Institute of Technology Raipur,"Electrical Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),HS,4778.444444444444,1227.4043363448122,41.0,86.0,3
National Institute of Technology Raipur,"Electrical Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),OS,2458.411111111111,352.7443470705716,41.0,86.0,3
National Institute of Technology Raipur,"Electrical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,HS,3026.6422222222222,546.421288375777,41.0,86.0,3
National Institute of Technology Raipur,"Electrical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,OS,1774.0555555555557,330.9016046368157,41.0,86.0,3
National Institute of Technology Raipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),HS,11451.933333333334,3179.946129505124,35.0,86.0,2
National Institute of Technology Raipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),OS,3886.813333333333,539.3553107743579,35.0,86.0,2
National Institute of Technology Raipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,HS,8145.146666666667,1647.5877008319687,35.0,86.0,2
National Institute of Technology Raipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,OS,2694.8933333333334,377.563157385789,35.0,86.0,2
National Institute of Technology Raipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",EWS (PwD),Gender-Neutral,OS,161.12,42.15029132548825,35.0,86.0,2
National Institute of Technology Raipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),HS,21430.466666666667,3717.937541571296,35.0,86.0,2
National Institute of Technology Raipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),OS,9421.16,823.3151555620432,35.0,86.0,2
National Institute of Technology Raipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,HS,15527.826666666668,2008.9437577614608,35.0,86.0,2
National Institute of Technology Raipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,OS,5924.8133333333335,570.6265567136626,35.0,86.0,2
National Institute of Technology Raipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OBC-NCL (PwD),Gender-Neutral,OS,509.12,227.27391758282644,35.0,86.0,2
National Institute of Technology Raipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),HS,45358.89333333333,6009.004796724565,35.0,86.0,2
National Institute of Technology Raipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),OS,24114.733333333334,2347.4471186354585,35.0,86.0,2
National Institute of Technology Raipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,HS,35030.53333333333,3200.658786441768,35.0,86.0,2
National Institute of Technology Raipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,OS,17075.96,1336.937522031275,35.0,86.0,2
National Institute of Technology Raipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),Female-only (including Supernumerary),OS,1250.3066666666666,565.0634723029726,35.0,86.0,2
National Institute of Technology Raipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),Gender-Neutral,HS,1101.25,654.6792355633654,29.0,86.0,2
National Institute of Technology Raipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),Gender-Neutral,OS,875.0233333333334,207.17440476600333,29.0,86.0,2
National Institute of Technology Raipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),HS,8699.586666666666,1952.2354637395442,35.0,86.0,2
National Institute of Technology Raipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),OS,5199.093333333333,534.6332081220645,35.0,86.0,2
National Institute of Technology Raipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,HS,8174.386666666667,1735.2236806385336,35.0,86.0,2
National Institute of Technology Raipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,OS,3922.226666666667,489.8777501418426,35.0,86.0,2
National Institute of Technology Raipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",SC (PwD),Gender-Neutral,OS,132.0,500.0,1.0,86.0,2
National Institute of Technology Raipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),HS,3048.2666666666664,450.5379977260054,35.0,86.0,2
National Institute of Technology Raipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),OS,2205.8333333333335,5.307227776030219,6.0,86.0,2
National Institute of Technology Raipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,HS,2593.666666666667,463.87913522903824,35.0,86.0,2
National Institute of Technology Raipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,OS,1442.7866666666666,242.78232114835888,35.0,86.0,2
National Institute of Technology Raipur,"Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),HS,18326.0,500.0,6.0,86.0,2
National Institute of Technology Raipur,"Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),OS,9279.5,1432.0566678731677,6.0,86.0,2
National Institute of Technology Raipur,"Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,HS,23472.833333333332,2601.559564312658,6.0,86.0,2
National Institute of Technology Raipur,"Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,OS,5810.666666666667,286.6507747532992,6.0,86.0,2
National Institute of Technology Raipur,"Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),HS,37646.0,500.0,6.0,86.0,2
National Institute of Technology Raipur,"Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),OS,16887.666666666668,27.36908231319908,6.0,86.0,2
National Institute of Technology Raipur,"Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,HS,44605.833333333336,2043.0771318446757,6.0,86.0,2
National Institute of Technology Raipur,"Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,OS,14910.333333333334,243.71759613673092,6.0,86.0,2
National Institute of Technology Raipur,"Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),Female-only (including Supernumerary),OS,1410.6666666666667,407.4317938829353,6.0,86.0,2
National Institute of Technology Raipur,"Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),Gender-Neutral,HS,312.0,500.0,6.0,86.0,2
National Institute of Technology Raipur,"Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),Gender-Neutral,OS,1343.0,262.9273663961209,6.0,86.0,2
National Institute of Technology Raipur,"Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),HS,6294.0,500.0,6.0,86.0,2
National Institute of Technology Raipur,"Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),OS,4592.0,483.34832160668566,6.0,86.0,2
National Institute of Technology Raipur,"Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,HS,11579.166666666666,1441.0357964556836,6.0,86.0,2
National Institute of Technology Raipur,"Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,OS,3533.6666666666665,152.6848606334848,6.0,86.0,2
National Institute of Technology Raipur,"Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),OS,3983.5,387.94729023412447,6.0,86.0,2
National Institute of Technology Raipur,"Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,HS,1685.1666666666667,46.13205682241652,6.0,86.0,2
National Institute of Technology Raipur,"Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,OS,1966.1666666666667,303.3284798146502,6.0,86.0,2
National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),HS,10196.119999999999,2454.3293379576558,35.0,86.0,10
National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),OS,3185.7133333333336,464.7115478015351,29.0,86.0,10
National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,HS,6011.786666666667,658.1897634465932,35.0,86.0,10
National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,OS,2090.5466666666666,265.24132661509935,35.0,86.0,10
National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",EWS (PwD),Gender-Neutral,OS,104.26333333333332,24.227930387002484,29.0,86.0,10
National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),HS,20558.8,3151.0651046753123,41.0,86.0,10
National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),OS,8176.6,1116.3994679106665,41.0,86.0,10
National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,HS,12297.788888888888,2670.6342936628007,41.0,86.0,10
National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,OS,4956.6866666666665,443.0562316345905,41.0,86.0,10
National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",OBC-NCL (PwD),Female-only (including Supernumerary),OS,418.0,500.0,1.0,86.0,10
National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",OBC-NCL (PwD),Gender-Neutral,OS,498.25,177.3974095332029,12.0,86.0,10
National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),HS,40679.2,7125.127272718644,41.0,86.0,10
National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),OS,19975.195555555558,2176.17240759113,41.0,86.0,10
National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,HS,28227.126666666667,4935.887387165603,41.0,86.0,10
National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,OS,13777.006666666666,1072.8195998873432,41.0,86.0,10
National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",OPEN (PwD),Gender-Neutral,HS,1638.3360000000002,678.5540246493392,30.0,86.0,10
National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",OPEN (PwD),Gender-Neutral,OS,604.4466666666666,162.20265102642435,41.0,86.0,10
National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),HS,7918.411111111111,2077.878819326305,41.0,86.0,10
National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),OS,4156.855555555556,862.3764697681379,41.0,86.0,10
National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",SC,Gender-Neutral,HS,6599.417777777778,1445.3274352623184,41.0,86.0,10
National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",SC,Gender-Neutral,OS,3153.9399999999996,393.41296338084436,41.0,86.0,10
National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",SC (PwD),Female-only (including Supernumerary),OS,74.80000000000001,8.315218406202998,7.0,86.0,10
National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",SC (PwD),Gender-Neutral,OS,212.0,500.0,1.0,86.0,10
National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),HS,2521.022222222222,436.228581834978,41.0,86.0,10
National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),OS,2692.8333333333335,660.0123736213839,12.0,86.0,10
National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",ST,Gender-Neutral,HS,1943.5933333333332,412.8090047349305,41.0,86.0,10
National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",ST,Gender-Neutral,OS,1306.0644444444445,238.48840540411,41.0,86.0,10
National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),HS,14427.093333333334,3232.8590442516975,35.0,86.0,4
National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),OS,7597.733333333334,792.074517878161,29.0,86.0,4
National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,HS,11832.213333333333,2281.5898802178726,35.0,86.0,4
National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,OS,5145.373333333333,1168.95819091225,35.0,86.0,4
National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),HS,29868.38888888889,4405.000960244628,41.0,86.0,4
National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),OS,16759.251111111113,2643.4217083259305,41.0,86.0,4
National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,HS,20280.704444444444,1896.0354237325791,41.0,86.0,4
National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,OS,10346.424444444445,2207.8611598602643,41.0,86.0,4
National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OBC-NCL (PwD),Female-only (including Supernumerary),OS,1063.5,122.1561500703096,8.0,86.0,4
National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OBC-NCL (PwD),Gender-Neutral,HS,576.5714285714286,178.77719573336447,7.0,86.0,4
National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),HS,64172.066666666666,8878.074061430434,41.0,86.0,4
National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),OS,40834.322222222225,7070.36050215884,41.0,86.0,4
National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,HS,50700.015555555554,4654.824417977022,41.0,86.0,4
National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,OS,30305.053333333333,6598.368106732999,41.0,86.0,4
National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),Gender-Neutral,HS,1502.7142857142858,895.8425722668655,21.0,86.0,4
National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),Gender-Neutral,OS,1579.6044444444442,315.09265381440565,41.0,86.0,4
National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),HS,14048.166666666666,2688.8156784054618,41.0,86.0,4
National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),OS,7702.006666666666,1125.6548961035753,41.0,86.0,4
National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,HS,10417.64222222222,1628.3666696956216,41.0,86.0,4
National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,OS,5837.773333333333,1096.4497608412255,41.0,86.0,4
National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",SC (PwD),Gender-Neutral,OS,187.20000000000002,135.7645019878171,2.0,86.0,4
National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),HS,4578.373333333333,878.8549062379338,35.0,86.0,4
National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),OS,3201.604444444444,453.68597176418155,41.0,86.0,4
National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,HS,3401.2200000000003,591.9853028416228,41.0,86.0,4
National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,OS,2151.311111111111,446.0730936495148,41.0,86.0,4
National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",ST (PwD),Gender-Neutral,OS,53.8,11.79797896642928,13.0,86.0,4
National Institute of Technology Raipur,"Metallurgical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),HS,36584.833333333336,2385.3164500054636,6.0,86.0,10
National Institute of Technology Raipur,"Metallurgical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),OS,14097.166666666666,2292.9189620801403,6.0,86.0,10
National Institute of Technology Raipur,"Metallurgical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,HS,35456.0,5728.1141050087335,6.0,86.0,10
National Institute of Technology Raipur,"Metallurgical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,OS,10330.5,635.7505013761295,6.0,86.0,10
National Institute of Technology Raipur,"Metallurgical Engineering (4 Years, Bachelor of Technology)",OBC-NCL (PwD),Gender-Neutral,OS,721.0,261.6295090390226,2.0,86.0,10
National Institute of Technology Raipur,"Metallurgical Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),HS,86372.16666666667,10077.575034038035,6.0,86.0,10
National Institute of Technology Raipur,"Metallurgical Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),OS,31195.166666666668,2447.864491075163,6.0,86.0,10
National Institute of Technology Raipur,"Metallurgical Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,HS,92492.33333333333,13022.563183439222,6.0,86.0,10
National Institute of Technology Raipur,"Metallurgical Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,OS,31512.833333333332,1697.9092339305616,6.0,86.0,10
National Institute of Technology Raipur,"Metallurgical Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),Gender-Neutral,HS,2912.0,500.0,6.0,86.0,10
National Institute of Technology Raipur,"Metallurgical Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),HS,18802.0,500.0,6.0,86.0,10
National Institute of Technology Raipur,"Metallurgical Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),OS,5780.5,202.0829037796122,6.0,86.0,10
National Institute of Technology Raipur,"Metallurgical Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,HS,12769.5,1511.7867243761602,6.0,86.0,10
National Institute of Technology Raipur,"Metallurgical Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,OS,6059.333333333333,561.8023377191187,6.0,86.0,10
National Institute of Technology Raipur,"Metallurgical Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),OS,4623.5,369.0158533179842,6.0,86.0,10
National Institute of Technology Raipur,"Metallurgical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,HS,3885.3333333333335,562.5217032850081,6.0,86.0,10
National Institute of Technology Raipur,"Metallurgical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,OS,2590.0,307.9448002483562,6.0,86.0,10
National Institute of Technology Raipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),HS,18312.36,3914.763702368018,35.0,86.0,10
National Institute of Technology Raipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),OS,8877.306666666667,1459.7228682530256,35.0,86.0,10
National Institute of Technology Raipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,HS,17691.81333333333,3473.123428497731,35.0,86.0,10
National Institute of Technology Raipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,OS,7407.4400000000005,1311.3789137629844,35.0,86.0,10
National Institute of Technology Raipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),HS,39404.94666666667,4233.827147426512,35.0,86.0,10
National Institute of Technology Raipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),OS,19941.08,2381.70045460427,35.0,86.0,10
National Institute of Technology Raipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,HS,31047.6,3589.3442279272435,35.0,86.0,10
National Institute of Technology Raipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,OS,15182.826666666668,2025.8905053076778,35.0,86.0,10
National Institute of Technology Raipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),HS,85232.14666666667,9684.125293619501,35.0,86.0,10
National Institute of Technology Raipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),OS,52637.986666666664,6730.689271956495,35.0,86.0,10
National Institute of Technology Raipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,HS,73689.58666666667,4924.11776511345,35.0,86.0,10
National Institute of Technology Raipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,OS,44664.38666666667,5847.333567137944,35.0,86.0,10
National Institute of Technology Raipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),Gender-Neutral,HS,3075.8,743.0807493132896,3.0,86.0,10
National Institute of Technology Raipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),Gender-Neutral,OS,2298.2615384615383,586.9387403872063,18.0,86.0,10
National Institute of Technology Raipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),HS,16293.173333333334,2803.2968130129816,35.0,86.0,10
National Institute of Technology Raipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),OS,9652.186666666666,1276.0580562910177,35.0,86.0,10
National Institute of Technology Raipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,HS,14376.586666666666,1879.250124004633,35.0,86.0,10
National Institute of Technology Raipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,OS,7808.346666666666,726.8171663336735,35.0,86.0,10
National Institute of Technology Raipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),HS,5660.36,1270.0664827434173,35.0,86.0,10
National Institute of Technology Raipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),OS,4232.16,417.0022207384996,35.0,86.0,10
National Institute of Technology Raipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,HS,4679.360000000001,727.7935262192999,35.0,86.0,10
National Institute of Technology Raipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,OS,2994.6400000000003,263.05630927377416,35.0,86.0,10
National Institute of Technology Raipur,"Mining Engineering  (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),HS,21635.466666666667,7430.146026478209,35.0,86.0,10
National Institute of Technology Raipur,"Mining Engineering  (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),OS,9155.306666666667,1443.354877540866,35.0,86.0,10
National Institute of Technology Raipur,"Mining Engineering  (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,HS,16908.626666666667,3797.9682365773438,35.0,86.0,10
National Institute of Technology Raipur,"Mining Engineering  (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,OS,7606.693333333334,1377.1949704216256,35.0,86.0,10
National Institute of Technology Raipur,"Mining Engineering  (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),HS,44531.6,4716.778442497564,41.0,86.0,10
