Institute,Branch,Category,Gender,Quota,mean,std,count,NIRF_Rank,Priority
"National Institute of Technology, Warangal","Computer Science and Engineering ( Artificial Intelligence & Data Science) (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),HS,662.8,64.39875775199394,5.0,28.0,1
"National Institute of Technology, Warangal","Computer Science and Engineering ( Artificial Intelligence & Data Science) (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),OS,539.0,500.0,5.0,28.0,1
"National Institute of Technology, Warangal","Computer Science and Engineering ( Artificial Intelligence & Data Science) (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,HS,585.8,13.863621460498695,5.0,28.0,1
"National Institute of Technology, Warangal","Computer Science and Engineering ( Artificial Intelligence & Data Science) (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,OS,375.6,24.130893062628246,5.0,28.0,1
"National Institute of Technology, Warangal","Computer Science and Engineering ( Artificial Intelligence & Data Science) (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),HS,1612.0,500.0,5.0,28.0,1
"National Institute of Technology, Warangal","Computer Science and Engineering ( Artificial Intelligence & Data Science) (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),OS,1322.0,500.0,5.0,28.0,1
"National Institute of Technology, Warangal","Computer Science and Engineering ( Artificial Intelligence & Data Science) (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,HS,972.2,7.155417527999327,5.0,28.0,1
"National Institute of Technology, Warangal","Computer Science and Engineering ( Artificial Intelligence & Data Science) (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,OS,995.0,40.21815510438041,5.0,28.0,1
"National Institute of Technology, Warangal","Computer Science and Engineering ( Artificial Intelligence & Data Science) (4 Years, Bachelor of Technology)",OBC-NCL (PwD),Gender-Neutral,OS,85.0,500.0,5.0,28.0,1
"National Institute of Technology, Warangal","Computer Science and Engineering ( Artificial Intelligence & Data Science) (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),HS,4689.4,3.1304951684997055,5.0,28.0,1
"National Institute of Technology, Warangal","Computer Science and Engineering ( Artificial Intelligence & Data Science) (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),OS,3549.2,160.54968078448488,5.0,28.0,1
"National Institute of Technology, Warangal","Computer Science and Engineering ( Artificial Intelligence & Data Science) (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,HS,3387.0,500.0,5.0,28.0,1
"National Institute of Technology, Warangal","Computer Science and Engineering ( Artificial Intelligence & Data Science) (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,OS,2621.6,187.91434218813635,5.0,28.0,1
"National Institute of Technology, Warangal","Computer Science and Engineering ( Artificial Intelligence & Data Science) (4 Years, Bachelor of Technology)",OPEN (PwD),Gender-Neutral,HS,187.4,32.64659247149693,5.0,28.0,1
"National Institute of Technology, Warangal","Computer Science and Engineering ( Artificial Intelligence & Data Science) (4 Years, Bachelor of Technology)",OPEN (PwD),Gender-Neutral,OS,87.0,500.0,5.0,28.0,1
"National Institute of Technology, Warangal","Computer Science and Engineering ( Artificial Intelligence & Data Science) (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),HS,433.0,500.0,5.0,28.0,1
"National Institute of Technology, Warangal","Computer Science and Engineering ( Artificial Intelligence & Data Science) (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),OS,743.0,500.0,5.0,28.0,1
"National Institute of Technology, Warangal","Computer Science and Engineering ( Artificial Intelligence & Data Science) (4 Years, Bachelor of Technology)",SC,Gender-Neutral,HS,713.4,3.5777087639996634,5.0,28.0,1
"National Institute of Technology, Warangal","Computer Science and Engineering ( Artificial Intelligence & Data Science) (4 Years, Bachelor of Technology)",SC,Gender-Neutral,OS,484.0,500.0,5.0,28.0,1
"National Institute of Technology, Warangal","Computer Science and Engineering ( Artificial Intelligence & Data Science) (4 Years, Bachelor of Technology)",SC (PwD),Gender-Neutral,HS,43.8,2.6832815729997477,5.0,28.0,1
"National Institute of Technology, Warangal","Computer Science and Engineering ( Artificial Intelligence & Data Science) (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),HS,548.0,500.0,5.0,28.0,1
"National Institute of Technology, Warangal","Computer Science and Engineering ( Artificial Intelligence & Data Science) (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),OS,435.0,500.0,5.0,28.0,1
"National Institute of Technology, Warangal","Computer Science and Engineering ( Artificial Intelligence & Data Science) (4 Years, Bachelor of Technology)",ST,Gender-Neutral,HS,71.0,500.0,5.0,28.0,1
"National Institute of Technology, Warangal","Computer Science and Engineering ( Artificial Intelligence & Data Science) (4 Years, Bachelor of Technology)",ST,Gender-Neutral,OS,176.0,500.0,5.0,28.0,1
"National Institute of Technology, Warangal","Computer Science and Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),AP,750.8333333333334,147.37763285745453,6.0,28.0,1
"National Institute of Technology, Warangal","Computer Science and Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),HS,630.24,132.57147747028944,35.0,28.0,1
"National Institute of Technology, Warangal","Computer Science and Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),OS,497.95000000000005,152.8577931481034,29.0,28.0,1
"National Institute of Technology, Warangal","Computer Science and Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,HS,481.03999999999996,79.68886977731931,35.0,28.0,1
"National Institute of Technology, Warangal","Computer Science and Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,OS,291.44,60.14897471830975,35.0,28.0,1
"National Institute of Technology, Warangal","Computer Science and Engineering (4 Years, Bachelor of Technology)",EWS (PwD),Female-only (including Supernumerary),OS,52.4,6.030226891555272,11.0,28.0,1
"National Institute of Technology, Warangal","Computer Science and Engineering (4 Years, Bachelor of Technology)",EWS (PwD),Gender-Neutral,HS,20.333333333333332,2.309401076758503,12.0,28.0,1
"National Institute of Technology, Warangal","Computer Science and Engineering (4 Years, Bachelor of Technology)",EWS (PwD),Gender-Neutral,OS,17.0,500.0,6.0,28.0,1
"National Institute of Technology, Warangal","Computer Science and Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),AP,1507.5,404.7305500969975,12.0,28.0,1
"National Institute of Technology, Warangal","Computer Science and Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),HS,1407.9555555555555,479.3881453503404,41.0,28.0,1
"National Institute of Technology, Warangal","Computer Science and Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),OS,1224.0444444444443,161.0805093355645,41.0,28.0,1
"National Institute of Technology, Warangal","Computer Science and Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,AP,761.1666666666666,50.37104748009936,12.0,28.0,1
"National Institute of Technology, Warangal","Computer Science and Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,HS,833.5822222222222,137.47672973820767,41.0,28.0,1
"National Institute of Technology, Warangal","Computer Science and Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,OS,627.2333333333333,92.04780041356561,41.0,28.0,1
"National Institute of Technology, Warangal","Computer Science and Engineering (4 Years, Bachelor of Technology)",OBC-NCL (PwD),Female-only (including Supernumerary),HS,63.5,3.6556307750696546,12.0,28.0,1
"National Institute of Technology, Warangal","Computer Science and Engineering (4 Years, Bachelor of Technology)",OBC-NCL (PwD),Gender-Neutral,HS,68.80000000000001,54.09870562905286,29.0,28.0,1
"National Institute of Technology, Warangal","Computer Science and Engineering (4 Years, Bachelor of Technology)",OBC-NCL (PwD),Gender-Neutral,OS,44.53333333333333,16.078431714149072,35.0,28.0,1
"National Institute of Technology, Warangal","Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),AP,3040.0,500.0,6.0,28.0,1
"National Institute of Technology, Warangal","Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),HS,4224.026666666667,574.6301833013782,41.0,28.0,1
"National Institute of Technology, Warangal","Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),OS,3420.2555555555555,802.19495151983,41.0,28.0,1
"National Institute of Technology, Warangal","Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,AP,1864.25,165.47898795480185,12.0,28.0,1
"National Institute of Technology, Warangal","Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,HS,2627.8199999999997,461.87102518174817,41.0,28.0,1
"National Institute of Technology, Warangal","Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,OS,1891.9666666666667,364.7129609740227,41.0,28.0,1
"National Institute of Technology, Warangal","Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),Female-only (including Supernumerary),OS,111.0,500.0,6.0,28.0,1
"National Institute of Technology, Warangal","Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),Gender-Neutral,AP,70.0,500.0,6.0,28.0,1
"National Institute of Technology, Warangal","Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),Gender-Neutral,HS,86.97777777777779,55.34962048474116,41.0,28.0,1
"National Institute of Technology, Warangal","Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),Gender-Neutral,OS,35.04,12.783129638760007,35.0,28.0,1
"National Institute of Technology, Warangal","Computer Science and Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),HS,718.1333333333334,315.4706627000207,41.0,28.0,1
"National Institute of Technology, Warangal","Computer Science and Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),OS,640.9888888888888,269.69329915620096,41.0,28.0,1
"National Institute of Technology, Warangal","Computer Science and Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,AP,330.5833333333333,19.983895030900772,12.0,28.0,1
"National Institute of Technology, Warangal","Computer Science and Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,HS,582.0444444444445,143.02539003660138,41.0,28.0,1
"National Institute of Technology, Warangal","Computer Science and Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,OS,364.81111111111113,103.77713574019579,41.0,28.0,1
"National Institute of Technology, Warangal","Computer Science and Engineering (4 Years, Bachelor of Technology)",SC (PwD),Gender-Neutral,HS,72.0,50.13436491524098,12.0,28.0,1
"National Institute of Technology, Warangal","Computer Science and Engineering (4 Years, Bachelor of Technology)",SC (PwD),Gender-Neutral,OS,18.208333333333332,9.254748095914906,24.0,28.0,1
"National Institute of Technology, Warangal","Computer Science and Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),HS,376.3333333333333,137.02477522109,41.0,28.0,1
"National Institute of Technology, Warangal","Computer Science and Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),OS,501.3377777777778,149.7503573023955,41.0,28.0,1
"National Institute of Technology, Warangal","Computer Science and Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,AP,234.5,65.27912098338669,12.0,28.0,1
"National Institute of Technology, Warangal","Computer Science and Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,HS,144.16,51.62790179643599,41.0,28.0,1
"National Institute of Technology, Warangal","Computer Science and Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,OS,176.2511111111111,25.75799662714285,41.0,28.0,1
"National Institute of Technology, Warangal","Computer Science and Engineering (4 Years, Bachelor of Technology)",ST (PwD),Gender-Neutral,HS,4.6,0.985184366143778,17.0,28.0,1
"National Institute of Technology, Warangal","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),HS,2038.6,290.4498105301065,35.0,28.0,2
"National Institute of Technology, Warangal","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),OS,1980.8666666666668,321.11910405890933,35.0,28.0,2
"National Institute of Technology, Warangal","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,AP,942.3333333333334,89.81462390204986,6.0,28.0,2
"National Institute of Technology, Warangal","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,HS,1521.8533333333335,212.3066515343179,35.0,28.0,2
"National Institute of Technology, Warangal","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,OS,1254.7466666666667,229.54359905156628,35.0,28.0,2
"National Institute of Technology, Warangal","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",EWS (PwD),Gender-Neutral,HS,68.0,500.0,6.0,28.0,2
"National Institute of Technology, Warangal","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",EWS (PwD),Gender-Neutral,OS,64.0,500.0,6.0,28.0,2
"National Institute of Technology, Warangal","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),AP,3824.75,804.7972217781435,12.0,28.0,2
"National Institute of Technology, Warangal","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),HS,4531.822222222222,986.6875361037247,41.0,28.0,2
"National Institute of Technology, Warangal","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),OS,4558.26,961.9040784285932,41.0,28.0,2
"National Institute of Technology, Warangal","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,AP,2575.5833333333335,225.50567754728618,12.0,28.0,2
"National Institute of Technology, Warangal","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,HS,3279.9111111111115,753.5074246644093,41.0,28.0,2
